time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension
2.225,-0.158749791,0.008404092,-0.098438497,1.15065,0.9147551,0.01208,0.71897541,-0.018705667,0,-1.335012989,0.120407172,0.394370055,0.085140027,0,-0.395237404,0.363549151,-0.0872665
2.233,-0.161229087,0.008279834,-0.093521004,1.15507,0.91496691,0.01193,0.733904822,-0.018865603,0,-1.316300563,0.124229983,0.392078919,0.086328403,0,-0.395386447,0.366153793,-0.0872665
2.242,-0.163734,0.008555971,-0.08984745,1.15951,0.91508374,0.01185,0.747744143,-0.019410446,0,-1.29471626,0.140005101,0.389811998,0.087821458,0,-0.396671635,0.369736562,-0.0872665
2.25,-0.16670138,0.009066632,-0.08644136,1.16371,0.91519877,0.01175,0.761537804,-0.020571055,0,-1.270917029,0.147224772,0.387512786,0.089425396,0,-0.395663442,0.372016773,-0.0872665
2.258,-0.169192193,0.008788294,-0.083614644,1.16787,0.91510252,0.0119,0.77270642,-0.02036473,0,-1.244423408,0.159107232,0.386482869,0.089825017,0,-0.398648775,0.37646089,-0.0872665
2.267,-0.172606438,0.009433254,-0.080510716,1.17178,0.91487463,0.01193,0.785380303,-0.021639714,0,-1.216731827,0.161434291,0.386304916,0.091457651,0,-0.400462691,0.379278398,-0.0872665
2.275,-0.175421096,0.008571058,-0.077218256,1.1759,0.91470065,0.01219,0.794662711,-0.020964449,0,-1.185585952,0.166806103,0.386146006,0.091293622,0,-0.404540861,0.384702992,-0.0872665
2.283,-0.177735616,0.008704104,-0.073054864,1.18012,0.91453729,0.01218,0.80253058,-0.022561057,0,-1.152513955,0.170995514,0.384890971,0.092667158,0,-0.406898216,0.388872469,-0.0872665
2.292,-0.179833626,0.007756742,-0.070013799,1.18426,0.91438007,0.01258,0.808566514,-0.02191735,0,-1.116109568,0.177906671,0.383625641,0.091970545,0,-0.410305983,0.394982822,-0.0872665
2.3,-0.183302347,0.007467373,-0.068081055,1.18792,0.91430161,0.013,0.814081045,-0.021848928,0,-1.075208862,0.177925854,0.384017317,0.091568421,0,-0.412612747,0.398484462,-0.0872665
2.308,-0.185095667,0.007394991,-0.064310149,1.19257,0.91407392,0.0133,0.817712422,-0.022779115,0,-1.037372972,0.175484904,0.380900016,0.092130895,0,-0.413976399,0.40433808,-0.0872665
2.317,-0.186278008,0.006950807,-0.061556809,1.19729,0.91397897,0.01373,0.818749867,-0.02284853,0,-0.996869065,0.172184994,0.376390779,0.091948344,0,-0.414626855,0.410014316,-0.0872665
2.325,-0.18788717,0.00688893,-0.058588345,1.20184,0.91389177,0.01405,0.818907736,-0.023362902,0,-0.954069126,0.167973254,0.373243395,0.092310248,0,-0.416417677,0.414181293,-0.0872665
2.333,-0.190430918,0.005655193,-0.057103092,1.20679,0.91387147,0.01472,0.817514266,-0.021418841,0,-0.907527205,0.160843771,0.368622453,0.090559673,0,-0.414533661,0.419878045,-0.0872665
2.342,-0.194187883,0.003844588,-0.053848983,1.2117,0.91358558,0.01551,0.816197952,-0.01905592,0,-0.860235495,0.153874059,0.366760969,0.088117628,0,-0.415554761,0.424753575,-0.0872665
2.35,-0.194482811,0.002315877,-0.049046076,1.21698,0.91376924,0.01617,0.808096747,-0.017741102,0,-0.810289938,0.149167676,0.360865566,0.086518623,0,-0.416531938,0.428035026,-0.0872665
2.358,-0.195288957,0.001529574,-0.045565149,1.22087,0.91351077,0.01706,0.803081543,-0.016128276,0,-0.762251661,0.144075478,0.358543434,0.085140665,0,-0.420017054,0.432262905,-0.0872665
2.367,-0.194291533,-0.001290953,-0.03834422,1.22623,0.91369805,0.01796,0.791998199,-0.014087561,0,-0.712568826,0.142038919,0.352020747,0.082123383,0,-0.421989776,0.437375388,-0.0872665
2.375,-0.195475037,-0.003445762,-0.034314758,1.2314,0.91351961,0.0189,0.783776666,-0.01128344,0,-0.664603931,0.140529864,0.347774531,0.079302677,0,-0.423825488,0.442248026,-0.0872665
2.383,-0.196134483,-0.004901226,-0.032995616,1.23808,0.91355387,0.01968,0.772224008,-0.008373661,0,-0.616924614,0.139997661,0.33699246,0.077065521,0,-0.417700777,0.448101823,-0.0872665
2.392,-0.196695328,-0.006308364,-0.02800511,1.24349,0.91305032,0.02058,0.764533108,-0.006782787,0,-0.576824491,0.137877062,0.333169234,0.075151989,0,-0.422498375,0.453685094,-0.0872665
2.4,-0.195964023,-0.008462708,-0.021692974,1.24813,0.91283588,0.02178,0.753854699,-0.004525409,0,-0.535547548,0.132752905,0.330026355,0.072043338,0,-0.428708519,0.458172509,-0.0872665
2.408,-0.195539174,-0.009595386,-0.017962556,1.25331,0.91267212,0.02275,0.742764147,-0.002631246,0,-0.497002778,0.127550878,0.325838778,0.070049746,0,-0.433967855,0.46244224,-0.0872665
2.417,-0.195571056,-0.010688443,-0.016074182,1.25885,0.91245301,0.02372,0.731987779,-0.0000263601,0,-0.461381354,0.122455844,0.320303771,0.067898035,0,-0.437161927,0.467670105,-0.0872665
2.425,-0.193344478,-0.011680231,-0.014238339,1.26429,0.91238189,0.02478,0.720272941,0.002664685,0,-0.432207355,0.11787906,0.312389528,0.065743726,0,-0.439750134,0.47279978,-0.0872665
2.433,-0.191190209,-0.011671242,-0.011702384,1.26971,0.91212142,0.02562,0.710123081,0.003705348,0,-0.410341491,0.115821549,0.306057735,0.065153571,0,-0.445030036,0.4781058,-0.0872665
2.442,-0.190779206,-0.011919003,-0.012580413,1.27556,0.91161612,0.02677,0.70366851,0.007063839,0,-0.39662176,0.11193597,0.300777944,0.063457275,0,-0.451236494,0.48352929,-0.0872665
2.45,-0.190984299,-0.011192355,-0.015258414,1.28143,0.91100772,0.02794,0.698632626,0.010332025,0,-0.387499611,0.104918374,0.295500666,0.06270672,0,-0.456600827,0.489006463,-0.0872665
2.458,-0.189395903,-0.010023892,-0.01633187,1.28688,0.91038543,0.029,0.69159717,0.012325165,0,-0.380862689,0.099083268,0.290564686,0.063039424,0,-0.464641861,0.493865473,-0.0872665
2.467,-0.187641324,-0.008266511,-0.01751755,1.2924,0.90972532,0.03008,0.68602033,0.013887835,0,-0.380934301,0.09703882,0.285405781,0.064054151,0,-0.472428239,0.495644144,-0.0872665
2.475,-0.185169146,-0.009105159,-0.017330799,1.2985,0.90925415,0.03143,0.679932456,0.017187209,0,-0.387388824,0.092196828,0.278700933,0.06177002,0,-0.479958098,0.50559848,-0.0872665
2.483,-0.182033895,-0.008138382,-0.016871292,1.30464,0.90872586,0.03245,0.67310054,0.018188028,0,-0.395185545,0.090102349,0.271343427,0.062025524,0,-0.487669246,0.506857895,-0.0872665
2.492,-0.179955301,-0.007467488,-0.018921745,1.31093,0.90785374,0.03376,0.668318068,0.02085404,0,-0.405184269,0.090346095,0.265056982,0.061610252,0,-0.496573079,0.518613458,-0.0872665
2.5,-0.177989916,-0.006240184,-0.021998267,1.31722,0.90727339,0.03498,0.662976915,0.022604721,0,-0.412895309,0.088057741,0.259434913,0.061955272,0,-0.50629965,0.519532974,-0.0872665
2.508,-0.177893684,-0.005084103,-0.026163554,1.32259,0.90640764,0.0362,0.666041958,0.02440097,0,-0.429285512,0.084183694,0.258383327,0.062163907,0,-0.519208217,0.526195626,-0.0872665
2.517,-0.177820354,-0.004616741,-0.03184195,1.32811,0.90580058,0.0377,0.668321093,0.027870264,0,-0.442825077,0.083454006,0.255418814,0.061419095,0,-0.528418914,0.527884509,-0.0872665
2.525,-0.177578752,-0.004234594,-0.036724273,1.33363,0.90518671,0.03923,0.671143731,0.031326158,0,-0.45827478,0.087531138,0.253876738,0.060791832,0,-0.541044165,0.529411663,-0.0872665
2.533,-0.175944506,-0.004127222,-0.040241054,1.33941,0.90476442,0.04078,0.671984222,0.034735191,0,-0.474387865,0.094757803,0.250760532,0.059912202,0,-0.553874138,0.529175456,-0.0872665
2.542,-0.173961483,-0.003549457,-0.045529047,1.34513,0.90441986,0.04236,0.673702021,0.038390588,0,-0.493497698,0.105670592,0.24768667,0.059468615,0,-0.56752693,0.526733505,-0.0872665
2.55,-0.172353718,-0.003439072,-0.051133916,1.35074,0.90416877,0.04411,0.675442664,0.042405108,0,-0.512120933,0.113826262,0.245569888,0.05828569,0,-0.582033197,0.522559039,-0.0872665
2.558,-0.171086527,-0.00271185,-0.05598089,1.35635,0.90398306,0.04567,0.676749895,0.044748111,0,-0.529078754,0.118429132,0.244391448,0.058306634,0,-0.597285323,0.51607365,-0.0872665
2.567,-0.168754869,-0.002449235,-0.06095005,1.36234,0.90408305,0.04736,0.673881677,0.047703122,0,-0.540737957,0.122617011,0.241242154,0.057619446,0,-0.612143986,0.508478333,-0.0872665
2.575,-0.166909911,-0.002719796,-0.064903805,1.3681,0.90418627,0.04903,0.669207014,0.050827867,0,-0.547340842,0.129406494,0.241220475,0.056220648,0,-0.631725664,0.495673433,-0.0872665
2.583,-0.165951018,-0.00255143,-0.06839408,1.37341,0.90420194,0.05063,0.666335795,0.053262604,0,-0.555611288,0.136032174,0.24453062,0.055496128,0,-0.653989011,0.479305313,-0.0872665
2.592,-0.164512907,-0.002928045,-0.072052388,1.37883,0.90439097,0.05252,0.661228404,0.056694168,0,-0.561996495,0.143491274,0.247891117,0.053741015,0,-0.676363259,0.468149127,-0.0872665
2.6,-0.163337752,-0.003610561,-0.075375749,1.38411,0.9048715,0.05441,0.651639196,0.060323244,0,-0.559068982,0.150757634,0.253244412,0.05138939,0,-0.701386551,0.455327966,-0.0872665
2.608,-0.161912361,-0.003995429,-0.078951101,1.38948,0.90527916,0.05625,0.644280936,0.063622155,0,-0.561012286,0.157613161,0.259530184,0.049551538,0,-0.72895822,0.436274723,-0.0872665
2.617,-0.161362202,-0.00409412,-0.080761066,1.39442,0.9056044,0.05795,0.638541247,0.065870489,0,-0.563179935,0.164484184,0.270136446,0.048104817,0,-0.760120254,0.412568946,-0.0872665
2.625,-0.161141855,-0.004699483,-0.080874819,1.39918,0.90605406,0.0595,0.630932879,0.067908656,0,-0.561223601,0.172036431,0.283808558,0.046201534,0,-0.794796754,0.38456211,-0.0872665
2.633,-0.160625012,-0.006368875,-0.081462862,1.4041,0.90681209,0.06124,0.620618471,0.071412426,0,-0.555759121,0.178096738,0.295865595,0.043096973,0,-0.82781607,0.353768257,-0.0872665
2.642,-0.160358548,-0.008156361,-0.082092029,1.40882,0.90756934,0.06305,0.611522015,0.075065243,0,-0.551684851,0.182601443,0.308687947,0.039736169,0,-0.860574627,0.313404112,-0.0872665
2.65,-0.160662752,-0.009393937,-0.083161796,1.41324,0.90808917,0.06476,0.604585196,0.078248629,0,-0.54959014,0.189191174,0.325151582,0.036971149,0,-0.896233151,0.272178323,-0.0872665
2.658,-0.160830894,-0.010546965,-0.083782701,1.41764,0.90872851,0.06634,0.595955239,0.08101019,0,-0.544398753,0.195159009,0.342984722,0.034440458,0,-0.932488231,0.22696699,-0.0872665
2.667,-0.161113402,-0.012022921,-0.082485477,1.422,0.90937918,0.06785,0.58683063,0.08343048,0,-0.538047266,0.200909384,0.362593046,0.031310919,0,-0.97012959,0.179303575,-0.0872665
2.675,-0.161484711,-0.013609545,-0.080712257,1.42644,0.91005766,0.06924,0.577669252,0.08551707,0,-0.53163775,0.205582544,0.38324637,0.027860428,0,-1.007702935,0.138705294,-0.0872665
2.683,-0.161461743,-0.015563087,-0.079479603,1.43096,0.91075438,0.07069,0.567044381,0.088075972,0,-0.52327988,0.210165452,0.404094725,0.023787731,0,-1.045020335,0.110460095,-0.0872665
2.692,-0.162187303,-0.017743144,-0.078017761,1.43504,0.91107947,0.07221,0.559458451,0.091163525,0,-0.517725577,0.214945268,0.427944689,0.01897332,0,-1.084201872,0.094880372,-0.0872665
2.7,-0.160213361,-0.019252335,-0.077551138,1.44033,0.91193129,0.07378,0.546888074,0.093793227,0,-0.510612418,0.220069561,0.445491705,0.015168704,0,-1.119280893,0.09505872,-0.0872665
2.708,-0.159377393,-0.021903232,-0.074324656,1.44497,0.91258413,0.07527,0.535841655,0.097008882,0,-0.503163712,0.225993363,0.46738368,0.00965253,0,-1.157001513,0.102249131,-0.0872665
2.717,-0.159876441,-0.02526319,-0.071379097,1.44889,0.91304306,0.07689,0.526873154,0.101379521,0,-0.495170446,0.23007626,0.493554274,0.002561491,0,-1.19654563,0.112245232,-0.0872665
2.725,-0.16027261,-0.029166689,-0.069564351,1.45268,0.9134388,0.07869,0.517829492,0.106918993,0,-0.487126736,0.234040372,0.520354359,-0.006139158,0,-1.235691964,0.120706675,-0.0872665
2.733,-0.161119562,-0.032684533,-0.068120557,1.45635,0.91383583,0.08045,0.509123295,0.112182565,0,-0.478402152,0.237006059,0.547326665,-0.014822333,0,-1.273065837,0.129756999,-0.0872665
2.742,-0.161884827,-0.036373866,-0.067481918,1.45996,0.91427333,0.08226,0.500747869,0.118098064,0,-0.469838135,0.237373073,0.574743858,-0.024139092,0,-1.310398167,0.142788762,-0.0872665
2.75,-0.162110944,-0.039147328,-0.066167408,1.46368,0.91487691,0.08381,0.49155129,0.122454882,0,-0.461257845,0.239105651,0.602473309,-0.032088015,0,-1.346936561,0.151090366,-0.0872665
2.758,-0.16193379,-0.043107499,-0.065615125,1.46766,0.91549603,0.08563,0.482981207,0.128524034,0,-0.456248981,0.241042207,0.628798872,-0.042211602,0,-1.381722485,0.167893234,-0.0872665
2.767,-0.16180819,-0.045055192,-0.064786036,1.4716,0.9161944,0.08699,0.474060454,0.131849369,0,-0.449282973,0.243518523,0.655665373,-0.048764473,0,-1.414063937,0.17652574,-0.0872665
2.775,-0.161047301,-0.047969431,-0.064757803,1.47544,0.91680129,0.08856,0.465222153,0.136840948,0,-0.443016041,0.246696967,0.682513733,-0.057281814,0,-1.446054214,0.19005653,-0.0872665
2.783,-0.160494019,-0.050057145,-0.065425297,1.47913,0.91746634,0.08997,0.457532005,0.140734089,0,-0.438326518,0.248951868,0.709403868,-0.064682251,0,-1.476020867,0.205124286,-0.0872665
2.792,-0.161852935,-0.051625775,-0.068273268,1.48233,0.91788252,0.09145,0.4530222,0.144885663,0,-0.435189821,0.249552642,0.738371386,-0.07178139,0,-1.504128173,0.220655871,-0.0872665
2.8,-0.161097613,-0.053119836,-0.068913562,1.48643,0.9187956,0.09265,0.442660428,0.147908231,0,-0.426698345,0.250812136,0.763303978,-0.077610801,0,-1.528378758,0.233938156,-0.0872665
2.808,-0.160376876,-0.053083881,-0.068710998,1.49014,0.91958312,0.09334,0.434553799,0.148363435,0,-0.421493461,0.251710553,0.789444317,-0.080214601,0,-1.551372142,0.241801321,-0.0872665
2.817,-0.159667189,-0.054656244,-0.07106085,1.49365,0.92020472,0.09451,0.427150726,0.151747333,0,-0.417687214,0.251315745,0.815109966,-0.086529357,0,-1.572949013,0.263028139,-0.0872665
2.825,-0.159114657,-0.055432296,-0.072677989,1.49723,0.92083178,0.09548,0.41929823,0.1539052,0,-0.411993428,0.251079496,0.841228185,-0.091442604,0,-1.592544509,0.275553335,-0.0872665
2.833,-0.159108801,-0.055584159,-0.074690013,1.50084,0.92140579,0.09629,0.412945321,0.155281848,0,-0.407922658,0.250128396,0.866996124,-0.095185168,0,-1.609509112,0.286241228,-0.0872665
2.842,-0.159357623,-0.055907069,-0.077010146,1.50434,0.92194701,0.09721,0.406391381,0.157042134,0,-0.40306863,0.250278301,0.893039395,-0.099444213,0,-1.624434777,0.290571377,-0.0872665
2.85,-0.159229923,-0.054979687,-0.07930476,1.50772,0.92257467,0.09776,0.399703919,0.15691215,0,-0.398630601,0.251358607,0.918239713,-0.101275854,0,-1.637009531,0.294857326,-0.0872665
2.858,-0.158537982,-0.055303225,-0.082479161,1.51123,0.92309155,0.09857,0.393129209,0.158737459,0,-0.396225348,0.252903601,0.942176405,-0.105851881,0,-1.648200603,0.306312309,-0.0872665
2.867,-0.157519325,-0.054528315,-0.083030024,1.51487,0.92373604,0.09903,0.385359369,0.15831307,0,-0.391737866,0.253910811,0.96512557,-0.107026948,0,-1.655891606,0.313005431,-0.0872665
2.875,-0.155903878,-0.054548377,-0.083910123,1.51858,0.92436532,0.09964,0.376368084,0.158760364,0,-0.386449303,0.254369699,0.986531829,-0.110140848,0,-1.660970757,0.326707008,-0.0872665
2.883,-0.155776835,-0.053895598,-0.086054452,1.52183,0.92475598,0.10009,0.371600741,0.158618656,0,-0.385566028,0.256862421,1.010119479,-0.11298459,0,-1.663194068,0.333153909,-0.0872665
2.892,-0.156029037,-0.05328462,-0.088264471,1.5251,0.92510114,0.10054,0.367179264,0.158609438,0,-0.385144192,0.261015069,1.032971541,-0.115973143,0,-1.663435602,0.342621466,-0.0872665
2.9,-0.156106473,-0.052304904,-0.090028396,1.52832,0.92546229,0.10091,0.361499666,0.15796359,0,-0.38200817,0.262704988,1.054798314,-0.117739315,0,-1.662400792,0.345936698,-0.0872665
2.908,-0.156426895,-0.051458389,-0.092278043,1.53145,0.92580481,0.10133,0.356229234,0.157645838,0,-0.378637331,0.264245549,1.075469391,-0.120002458,0,-1.658405496,0.348700802,-0.0872665
2.917,-0.156939375,-0.051493456,-0.094665863,1.5347,0.92609641,0.10183,0.350529659,0.158332477,0,-0.374200405,0.26500527,1.09577584,-0.123577268,0,-1.65238665,0.351888677,-0.0872665
2.925,-0.157943225,-0.050932583,-0.096285448,1.53788,0.92641749,0.10213,0.34628701,0.158083743,0,-0.371259292,0.266023533,1.115089817,-0.125506067,0,-1.642462949,0.35537202,-0.0872665
2.933,-0.15864797,-0.05047792,-0.097930405,1.54113,0.92670728,0.10233,0.34202776,0.157779524,0,-0.369459416,0.267740532,1.132719406,-0.127180618,0,-1.630679388,0.358428872,-0.0872665
2.942,-0.158606057,-0.05000779,-0.099450398,1.5446,0.92697987,0.10247,0.337022465,0.157264537,0,-0.368580709,0.270068664,1.147915425,-0.128302967,0,-1.617329819,0.360572753,-0.0872665
2.95,-0.15771531,-0.049317519,-0.100868537,1.54836,0.92725418,0.10265,0.332021973,0.156494048,0,-0.369635339,0.272068589,1.160314567,-0.129192245,0,-1.602156819,0.361445892,-0.0872665
2.958,-0.158293312,-0.047647826,-0.101714146,1.55176,0.9272757,0.10255,0.329877606,0.154516352,0,-0.37219056,0.278696243,1.174094038,-0.127824594,0,-1.585430244,0.361919018,-0.0872665
2.967,-0.157705198,-0.047912204,-0.103003488,1.5551,0.92758012,0.10278,0.325308945,0.15492772,0,-0.37360159,0.280082375,1.18512802,-0.129569951,0,-1.566020208,0.361859078,-0.0872665
2.975,-0.159932991,-0.046704708,-0.103697396,1.55807,0.9274903,0.10268,0.324543904,0.1534881,0,-0.374960138,0.283369001,1.198642001,-0.128511695,0,-1.544937405,0.358071526,-0.0872665
2.983,-0.16078733,-0.046639586,-0.104167597,1.56159,0.92741761,0.10279,0.320821641,0.153369634,0,-0.374203757,0.286729066,1.208904366,-0.12886408,0,-1.523716038,0.357192634,-0.0872665
2.992,-0.160323588,-0.04723171,-0.105221663,1.56509,0.92744916,0.10303,0.316594668,0.154132681,0,-0.37532008,0.289011234,1.216378627,-0.130159275,0,-1.501526993,0.356777297,-0.0872665
3,-0.161115276,-0.045291702,-0.105162817,1.56829,0.92739621,0.10261,0.314583858,0.151269154,0,-0.376841276,0.294605384,1.223800763,-0.126635937,0,-1.476945777,0.354891963,-0.0872665
3.008,-0.161336678,-0.045887967,-0.106328009,1.57184,0.92728563,0.10286,0.311087626,0.152096898,0,-0.378306665,0.297118355,1.229680634,-0.128722054,0,-1.453571899,0.353954277,-0.0872665
3.017,-0.16212273,-0.04395436,-0.105851535,1.5753,0.92719658,0.1022,0.309165652,0.148658897,0,-0.38068801,0.301898049,1.233956118,-0.124731184,0,-1.428658367,0.348286989,-0.0872665
3.025,-0.162520303,-0.043366895,-0.105840047,1.57892,0.92714384,0.10191,0.306197716,0.147264155,0,-0.382737818,0.305572379,1.237418066,-0.122907123,0,-1.404302822,0.342403033,-0.0872665
3.033,-0.162794716,-0.043177292,-0.105234017,1.5827,0.92703676,0.10173,0.301781531,0.146417512,0,-0.382745716,0.309559045,1.239739736,-0.121019014,0,-1.380281478,0.335862808,-0.0872665
3.042,-0.16268334,-0.043104939,-0.104845037,1.58639,0.9268104,0.10155,0.297480335,0.145615801,0,-0.383436921,0.314192476,1.240923172,-0.119220087,0,-1.35667306,0.330060935,-0.0872665
3.05,-0.162388697,-0.042928925,-0.10536631,1.59019,0.92662358,0.1013,0.292244247,0.144690602,0,-0.382893547,0.318537952,1.241293463,-0.117926041,0,-1.334503034,0.323367639,-0.0872665
3.058,-0.161796794,-0.04251143,-0.10535259,1.59436,0.92654283,0.10096,0.285649287,0.143332204,0,-0.381261077,0.322188113,1.239912856,-0.1159979,0,-1.314321532,0.315157109,-0.0872665
3.067,-0.161292578,-0.041646818,-0.10583861,1.59836,0.92630069,0.10058,0.282173497,0.141530996,0,-0.385524729,0.326132099,1.238020029,-0.114002071,0,-1.295055966,0.30861885,-0.0872665
3.075,-0.162265367,-0.041089715,-0.106620773,1.60189,0.92581574,0.10019,0.282950524,0.140390156,0,-0.393799566,0.332160472,1.238257657,-0.112649479,0,-1.277144092,0.297334952,-0.0872665
3.083,-0.162434486,-0.04067148,-0.107432207,1.60576,0.92551277,0.09977,0.280807271,0.139200351,0,-0.398856939,0.337667642,1.236725202,-0.111324176,0,-1.261307739,0.284122673,-0.0872665
3.092,-0.161627178,-0.040789169,-0.107758869,1.61016,0.92529807,0.09948,0.274427075,0.13853245,0,-0.398655954,0.341680035,1.233397621,-0.110369639,0,-1.247998813,0.270838817,-0.0872665
3.1,-0.160592553,-0.040977087,-0.107225292,1.61464,0.92505318,0.09916,0.267268768,0.13777806,0,-0.397101799,0.344547013,1.228989694,-0.108678382,0,-1.235211529,0.258414692,-0.0872665
3.108,-0.160799109,-0.040758924,-0.108029115,1.61886,0.92458259,0.09876,0.263806673,0.136718076,0,-0.399791946,0.349690096,1.225704878,-0.107686677,0,-1.223622037,0.247323889,-0.0872665
3.117,-0.160710089,-0.040748272,-0.109111806,1.62318,0.92415829,0.09848,0.260092618,0.136052824,0,-0.403518864,0.355758337,1.222159487,-0.107656398,0,-1.214149424,0.237557722,-0.0872665
3.125,-0.160488483,-0.041846244,-0.109648551,1.62754,0.92379864,0.09836,0.255515986,0.136808437,0,-0.406027357,0.357640429,1.217999903,-0.108226435,0,-1.206054193,0.234617451,-0.0872665
3.133,-0.159292564,-0.041287206,-0.108378182,1.63215,0.92361876,0.09767,0.247355206,0.134541829,0,-0.40350542,0.363704737,1.212247346,-0.104514605,0,-1.2002468,0.224239232,-0.0872665
3.142,-0.158778172,-0.041424049,-0.108734511,1.63662,0.92332633,0.09726,0.241225236,0.133619083,0,-0.403656146,0.366845339,1.206876364,-0.103357933,0,-1.196217394,0.218742938,-0.0872665
3.15,-0.159012178,-0.042679138,-0.108645443,1.64114,0.92288671,0.09701,0.236628976,0.134200819,0,-0.405855724,0.368555199,1.20227376,-0.103456323,0,-1.193464877,0.216049343,-0.0872665
3.158,-0.158097452,-0.043367807,-0.106812579,1.646,0.92257833,0.09641,0.228693261,0.133403027,0,-0.404157049,0.375398659,1.196645408,-0.101286163,0,-1.191810202,0.206850069,-0.0872665
3.167,-0.158119083,-0.044401884,-0.107312948,1.65057,0.92225208,0.09604,0.224655196,0.13363595,0,-0.407655126,0.376594473,1.191235389,-0.10155235,0,-1.18918097,0.204384809,-0.0872665
3.175,-0.158392811,-0.044365782,-0.10742116,1.65507,0.92191521,0.09534,0.2193123,0.132071443,0,-0.407436705,0.381834128,1.186011303,-0.099985916,0,-1.187481431,0.194509976,-0.0872665
3.183,-0.158715884,-0.045664658,-0.107262432,1.65972,0.92158328,0.09493,0.21134092,0.132455835,0,-0.40246305,0.382819306,1.180108047,-0.100429153,0,-1.187811631,0.194786269,-0.0872665
3.192,-0.159236893,-0.047465205,-0.106905725,1.66451,0.92126146,0.09459,0.203893124,0.133623206,0,-0.39872017,0.383605291,1.174156284,-0.101122705,0,-1.188535679,0.207785906,-0.0872665
3.2,-0.159438388,-0.049370315,-0.105745209,1.66931,0.92098253,0.09421,0.197759786,0.134796456,0,-0.397970288,0.384662493,1.168208778,-0.101338166,0,-1.190698123,0.223360253,-0.0872665
3.208,-0.159755808,-0.051711272,-0.103931025,1.67431,0.92072445,0.09381,0.189973451,0.13632393,0,-0.394300945,0.385344986,1.16393203,-0.101517175,0,-1.196266364,0.234356322,-0.0872665
3.217,-0.162201069,-0.052890652,-0.103048491,1.67885,0.92033392,0.09305,0.187450591,0.136397695,0,-0.395557197,0.384766655,1.164185967,-0.100271463,0,-1.203580075,0.236071171,-0.0872665
3.225,-0.164122754,-0.054896836,-0.103383707,1.6833,0.91995201,0.09246,0.186590966,0.137680082,0,-0.401055659,0.385046535,1.164850122,-0.100563037,0,-1.211981682,0.253119905,-0.0872665
3.233,-0.166238548,-0.057116669,-0.103079081,1.68789,0.91986992,0.09196,0.179765037,0.138865595,0,-0.394235334,0.382318242,1.166676213,-0.10138125,0,-1.221331851,0.261195484,-0.0872665
3.242,-0.16853519,-0.058285211,-0.101959101,1.69245,0.91985388,0.09101,0.175757034,0.138511247,0,-0.392665698,0.379513571,1.168939605,-0.100408914,0,-1.230708307,0.263973659,-0.0872665
3.25,-0.170484141,-0.058926311,-0.101035233,1.6969,0.91998327,0.08994,0.173532141,0.137532029,0,-0.394935105,0.377467408,1.170103202,-0.099024225,0,-1.237896538,0.264248021,-0.0872665
3.258,-0.17398821,-0.059869091,-0.101250912,1.70091,0.91998173,0.08911,0.17510415,0.137743913,0,-0.400742535,0.372323094,1.172414159,-0.09908362,0,-1.242756514,0.26566086,-0.0872665
3.267,-0.177197355,-0.060416747,-0.100683763,1.7051,0.92001011,0.08811,0.173987197,0.13714201,0,-0.401543056,0.371078516,1.173064892,-0.098133564,0,-1.246703849,0.266760721,-0.0872665
3.275,-0.179853062,-0.061826766,-0.098443288,1.70971,0.92035741,0.08705,0.169606264,0.137419796,0,-0.397667388,0.362118105,1.171307015,-0.096931367,0,-1.249058379,0.275949893,-0.0872665
3.283,-0.182141014,-0.063072343,-0.096359072,1.7146,0.92087405,0.08592,0.164135965,0.137306058,0,-0.393010932,0.354604896,1.168172349,-0.095193921,0,-1.251267167,0.283566677,-0.0872665
3.292,-0.184971823,-0.06427786,-0.095818575,1.71933,0.92127935,0.08484,0.162294429,0.137251115,0,-0.393967383,0.350719313,1.165938572,-0.093982705,0,-1.255128355,0.287302767,-0.0872665
3.3,-0.187084923,-0.066371513,-0.095091679,1.72424,0.92203158,0.08378,0.158517253,0.1382533,0,-0.392874549,0.340092495,1.161237023,-0.093264185,0,-1.257260145,0.305693735,-0.0872665
3.308,-0.188983295,-0.068643125,-0.093475101,1.72906,0.92298511,0.08267,0.153705754,0.139532952,0,-0.389597462,0.330297709,1.156580621,-0.092000677,0,-1.259001046,0.319006169,-0.0872665
3.317,-0.191286337,-0.070641213,-0.0918943,1.73394,0.92415609,0.08153,0.149037242,0.140489103,0,-0.385005398,0.316552696,1.151588409,-0.090667124,0,-1.260219473,0.330093781,-0.0872665
3.325,-0.193506985,-0.072507586,-0.089847088,1.73888,0.925433,0.0803,0.14547764,0.14109721,0,-0.383511506,0.302450841,1.146308472,-0.089052843,0,-1.261149533,0.337521582,-0.0872665
3.333,-0.19598943,-0.074845171,-0.089234805,1.74392,0.92692994,0.07934,0.141217989,0.14230071,0,-0.380759027,0.289272495,1.140981805,-0.0896036,0,-1.261289917,0.343989053,-0.0872665
3.342,-0.198286307,-0.077527361,-0.088885679,1.74902,0.92877018,0.07837,0.13598657,0.14365408,0,-0.376719112,0.275363288,1.13504959,-0.090735632,0,-1.260614191,0.350912126,-0.0872665
