time,pelvis_tilt,pelvis_tilt_vel,pelvis_list,pelvis_list_vel,pelvis_rotation,pelvis_rotation_vel,pelvis_tx,pelvis_tx_vel,pelvis_ty,pelvis_ty_vel,pelvis_tz,pelvis_tz_vel,hip_flexion_r,hip_flexion_r_vel,hip_adduction_r,hip_adduction_r_vel,hip_rotation_r,hip_rotation_r_vel,knee_angle_r,knee_angle_r_vel,ankle_angle_r,ankle_angle_r_vel,hip_flexion_l,hip_flexion_l_vel,hip_adduction_l,hip_adduction_l_vel,hip_rotation_l,hip_rotation_l_vel,knee_angle_l,knee_angle_l_vel,ankle_angle_l,ankle_angle_l_vel,lumbar_extension,lumbar_extension_vel
3.592,-0.269,0.192,-0.068,0.478,-0.106,0.497,1.857,0.381,1.018,0.296,0.033,-0.261,0.757,3.785,0.064,-1.220,0.000,0.000,-1.475,-6.870,-0.086,2.873,0.847,-1.613,-0.017,1.070,0.000,0.000,-0.926,1.777,0.415,0.271,-0.087,0.000
3.600,-0.268,0.211,-0.064,0.512,-0.102,0.580,1.860,0.378,1.021,0.291,0.031,-0.276,0.787,3.750,0.055,-1.353,0.000,0.000,-1.530,-6.501,-0.063,2.774,0.835,-1.582,-0.008,1.161,0.000,0.000,-0.912,1.721,0.417,0.284,-0.087,0.000
3.608,-0.266,0.032,-0.060,0.495,-0.098,0.617,1.863,0.346,1.023,0.267,0.029,-0.261,0.817,4.002,0.044,-1.297,0.000,0.000,-1.582,-6.026,-0.041,2.469,0.822,-1.294,0.001,1.104,0.000,0.000,-0.898,1.632,0.420,-0.001,-0.087,0.000
3.617,-0.266,0.045,-0.056,0.341,-0.093,0.677,1.866,0.351,1.025,0.255,0.027,-0.209,0.849,3.838,0.034,-1.068,0.000,0.000,-1.630,-5.573,-0.021,3.494,0.812,-1.300,0.010,0.889,0.000,0.000,-0.885,1.595,0.420,-0.089,-0.087,0.000
3.625,-0.265,0.045,-0.053,0.314,-0.087,0.735,1.869,0.334,1.027,0.224,0.025,-0.216,0.880,3.935,0.025,-1.125,0.000,0.000,-1.675,-5.341,0.007,3.194,0.801,-1.180,0.017,0.903,0.000,0.000,-0.872,1.396,0.419,-0.243,-0.087,0.000
3.633,-0.265,0.148,-0.051,0.349,-0.081,0.686,1.872,0.372,1.029,0.256,0.023,-0.220,0.911,3.789,0.016,-1.196,0.000,0.000,-1.717,-4.832,0.032,2.303,0.792,-1.394,0.024,0.892,0.000,0.000,-0.861,1.545,0.417,-0.031,-0.087,0.000
3.642,-0.264,0.422,-0.048,0.373,-0.076,0.573,1.875,0.489,1.031,0.330,0.022,-0.213,0.941,3.035,0.006,-1.217,0.000,0.000,-1.756,-4.072,0.051,2.858,0.781,-2.036,0.031,0.873,0.000,0.000,-0.849,1.899,0.417,0.062,-0.087,0.000
3.650,-0.260,0.289,-0.045,0.201,-0.071,0.442,1.879,0.461,1.034,0.304,0.020,-0.141,0.966,3.024,-0.003,-0.779,0.000,0.000,-1.789,-3.632,0.074,3.060,0.764,-1.791,0.038,0.553,0.000,0.000,-0.834,1.731,0.417,-0.300,-0.087,0.000
3.658,-0.258,-0.079,-0.043,0.147,-0.068,0.720,1.882,0.305,1.036,0.198,0.019,-0.143,0.990,3.835,-0.010,-0.783,0.000,0.000,-1.818,-3.518,0.098,1.984,0.750,-0.963,0.043,0.603,0.000,0.000,-0.820,1.412,0.415,-0.340,-0.087,0.000
3.667,-0.259,0.214,-0.042,0.278,-0.062,0.614,1.885,0.421,1.038,0.267,0.018,-0.161,1.020,3.253,-0.016,-1.002,0.000,0.000,-1.846,-2.921,0.114,2.298,0.742,-1.642,0.048,0.741,0.000,0.000,-0.808,1.758,0.412,-0.128,-0.087,0.000
3.675,-0.257,-0.020,-0.040,0.079,-0.057,0.732,1.888,0.299,1.040,0.188,0.016,-0.109,1.047,3.680,-0.024,-0.554,0.000,0.000,-1.869,-2.671,0.132,1.997,0.729,-0.925,0.053,0.475,0.000,0.000,-0.794,1.211,0.411,-0.171,-0.087,0.000
3.683,-0.257,0.212,-0.039,0.109,-0.051,0.665,1.890,0.403,1.041,0.236,0.015,-0.123,1.076,3.064,-0.028,-0.667,0.000,0.000,-1.890,-2.123,0.148,1.759,0.722,-1.419,0.057,0.512,0.000,0.000,-0.785,1.408,0.410,-0.077,-0.087,0.000
3.692,-0.255,0.337,-0.039,0.153,-0.046,0.484,1.894,0.483,1.043,0.278,0.014,-0.119,1.100,2.674,-0.034,-0.668,0.000,0.000,-1.907,-1.557,0.163,1.657,0.710,-1.834,0.061,0.491,0.000,0.000,-0.773,1.728,0.409,0.026,-0.087,0.000
3.700,-0.253,-0.011,-0.037,-0.030,-0.042,0.390,1.898,0.357,1.045,0.184,0.013,-0.045,1.122,3.343,-0.039,-0.092,0.000,0.000,-1.920,-1.262,0.176,1.209,0.696,-1.070,0.065,0.141,0.000,0.000,-0.760,1.250,0.409,-0.083,-0.087,0.000
3.708,-0.253,0.249,-0.038,0.134,-0.039,0.558,1.900,0.414,1.047,0.203,0.013,-0.111,1.149,2.795,-0.040,-0.608,0.000,0.000,-1.930,-0.849,0.185,2.346,0.687,-1.406,0.066,0.483,0.000,0.000,-0.750,1.220,0.409,-0.163,-0.087,0.000
3.717,-0.251,0.254,-0.036,0.083,-0.035,0.573,1.904,0.387,1.048,0.219,0.012,-0.081,1.171,2.704,-0.045,-0.465,0.000,0.000,-1.937,-0.387,0.204,1.685,0.676,-1.401,0.070,0.361,0.000,0.000,-0.740,1.315,0.407,-0.095,-0.087,0.000
3.725,-0.249,0.179,-0.036,0.126,-0.030,0.491,1.907,0.400,1.050,0.219,0.012,-0.089,1.193,2.730,-0.048,-0.498,0.000,0.000,-1.940,0.017,0.218,0.982,0.665,-1.386,0.073,0.382,0.000,0.000,-0.729,1.383,0.407,-0.090,-0.087,0.000
3.733,-0.247,0.121,-0.035,0.029,-0.026,0.448,1.910,0.397,1.052,0.201,0.011,-0.066,1.214,2.727,-0.052,-0.233,0.000,0.000,-1.940,0.435,0.226,0.739,0.654,-1.277,0.076,0.225,0.000,0.000,-0.718,1.282,0.406,0.045,-0.087,0.000
3.742,-0.246,0.301,-0.035,0.153,-0.022,0.691,1.913,0.412,1.054,0.201,0.010,-0.106,1.236,2.334,-0.054,-0.687,0.000,0.000,-1.936,0.792,0.231,1.609,0.643,-1.557,0.078,0.501,0.000,0.000,-0.708,1.503,0.406,0.152,-0.087,0.000
3.750,-0.244,0.001,-0.033,-0.009,-0.017,0.301,1.916,0.346,1.055,0.147,0.009,-0.024,1.255,2.784,-0.060,-0.044,0.000,0.000,-1.930,1.166,0.244,0.589,0.631,-0.865,0.082,0.082,0.000,0.000,-0.696,0.883,0.407,0.057,-0.087,0.000
3.758,-0.244,0.135,-0.033,0.092,-0.015,0.586,1.919,0.396,1.056,0.180,0.009,-0.072,1.277,2.257,-0.060,-0.515,0.000,0.000,-1.921,1.462,0.249,1.525,0.624,-1.297,0.083,0.345,0.000,0.000,-0.689,1.422,0.408,-0.021,-0.087,0.000
3.767,-0.243,0.013,-0.033,-0.027,-0.010,0.448,1.922,0.331,1.058,0.141,0.009,-0.026,1.295,2.311,-0.064,-0.108,0.000,0.000,-1.909,1.876,0.261,0.701,0.614,-0.812,0.085,0.119,0.000,0.000,-0.678,0.739,0.408,0.014,-0.087,0.000
3.775,-0.243,0.114,-0.033,0.065,-0.006,0.585,1.925,0.351,1.059,0.142,0.009,-0.036,1.314,2.050,-0.065,-0.281,0.000,0.000,-1.894,2.120,0.267,0.940,0.607,-1.133,0.086,0.257,0.000,0.000,-0.672,1.172,0.408,-0.253,-0.087,0.000
3.783,-0.242,-0.057,-0.032,0.051,-0.002,0.465,1.928,0.331,1.060,0.106,0.008,-0.034,1.330,2.269,-0.067,-0.140,0.000,0.000,-1.877,2.282,0.274,0.060,0.598,-0.758,0.088,0.223,0.000,0.000,-0.662,0.810,0.406,0.082,-0.087,0.000
3.792,-0.242,0.125,-0.032,0.128,0.002,0.386,1.931,0.383,1.061,0.140,0.008,-0.051,1.348,1.778,-0.068,-0.235,0.000,0.000,-1.859,2.491,0.275,0.366,0.592,-1.157,0.090,0.301,0.000,0.000,-0.656,1.076,0.407,0.054,-0.087,0.000
3.800,-0.241,0.033,-0.031,-0.012,0.005,0.470,1.934,0.325,1.062,0.082,0.008,-0.010,1.363,1.798,-0.070,-0.129,0.000,0.000,-1.839,2.582,0.278,0.396,0.583,-0.703,0.093,0.116,0.000,0.000,-0.647,0.537,0.407,0.123,-0.087,0.000
3.808,-0.241,0.001,-0.031,-0.003,0.009,0.393,1.936,0.328,1.063,0.086,0.007,-0.002,1.377,1.629,-0.071,-0.083,0.000,0.000,-1.818,2.991,0.281,0.443,0.577,-0.732,0.094,0.102,0.000,0.000,-0.643,0.664,0.408,0.098,-0.087,0.000
3.817,-0.241,0.130,-0.031,0.020,0.012,0.226,1.939,0.404,1.063,0.113,0.007,-0.006,1.390,1.206,-0.072,0.020,0.000,0.000,-1.794,3.533,0.284,0.723,0.571,-1.083,0.094,0.089,0.000,0.000,-0.638,0.835,0.409,0.037,-0.087,0.000
3.825,-0.240,0.092,-0.031,0.011,0.014,0.028,1.942,0.386,1.064,0.110,0.007,0.019,1.400,0.837,-0.072,0.235,0.000,0.000,-1.766,4.152,0.290,1.499,0.563,-1.004,0.095,0.006,0.000,0.000,-0.631,0.791,0.409,0.040,-0.087,0.000
3.833,-0.239,-0.002,-0.031,-0.037,0.014,0.146,1.945,0.340,1.065,0.068,0.008,0.038,1.406,1.051,-0.070,0.239,0.000,0.000,-1.733,3.797,0.302,0.891,0.555,-0.680,0.095,-0.039,0.000,0.000,-0.625,0.515,0.409,0.180,-0.087,0.000
3.842,-0.239,0.041,-0.031,-0.056,0.015,0.297,1.948,0.369,1.066,0.055,0.008,0.030,1.415,1.033,-0.068,0.142,0.000,0.000,-1.702,3.403,0.309,-0.024,0.549,-0.704,0.095,-0.026,0.000,0.000,-0.620,0.366,0.411,0.461,-0.087,0.000
3.850,-0.239,-0.048,-0.032,-0.058,0.018,0.078,1.951,0.358,1.066,0.062,0.008,0.038,1.423,0.806,-0.067,0.273,0.000,0.000,-1.675,3.650,0.309,-0.272,0.544,-0.613,0.095,-0.084,0.000,0.000,-0.618,0.400,0.414,0.480,-0.087,0.000
3.858,-0.239,0.089,-0.032,-0.116,0.018,0.110,1.954,0.384,1.067,0.054,0.008,0.058,1.429,0.578,-0.065,0.356,0.000,0.000,-1.646,3.431,0.307,-0.775,0.539,-0.719,0.094,-0.137,0.000,0.000,-0.614,0.284,0.418,0.359,-0.087,0.000
3.867,-0.239,0.104,-0.033,-0.105,0.019,0.231,1.957,0.362,1.067,0.024,0.009,0.062,1.434,0.621,-0.062,0.248,0.000,0.000,-1.618,2.988,0.301,-1.483,0.533,-0.628,0.093,-0.102,0.000,0.000,-0.612,0.116,0.421,0.317,-0.087,0.000
3.875,-0.238,-0.016,-0.034,-0.070,0.021,0.194,1.960,0.365,1.067,0.019,0.009,0.061,1.439,0.212,-0.060,0.269,0.000,0.000,-1.595,4.491,0.289,0.345,0.528,-0.483,0.092,-0.086,0.000,0.000,-0.611,0.001,0.424,0.445,-0.087,0.000
3.883,-0.238,-0.027,-0.034,-0.128,0.023,0.533,1.963,0.383,1.067,-0.001,0.010,0.041,1.441,0.246,-0.058,-0.076,0.000,0.000,-1.559,3.506,0.292,-0.302,0.524,-0.352,0.091,-0.069,0.000,0.000,-0.611,-0.172,0.427,0.343,-0.087,0.000
3.892,-0.238,0.065,-0.035,0.014,0.027,-0.145,1.966,0.387,1.067,0.013,0.010,0.062,1.443,0.097,-0.058,0.522,0.000,0.000,-1.531,3.874,0.289,-0.495,0.521,-0.583,0.091,-0.109,0.000,0.000,-0.612,-0.013,0.430,0.604,-0.087,0.000
3.900,-0.238,0.110,-0.035,-0.294,0.026,0.042,1.969,0.415,1.067,0.020,0.011,0.108,1.443,-0.184,-0.054,0.525,0.000,0.000,-1.500,3.080,0.285,-0.855,0.517,-0.563,0.090,-0.482,0.000,0.000,-0.613,-0.152,0.435,0.755,-0.087,0.000
3.908,-0.237,0.136,-0.038,-0.024,0.026,0.151,1.972,0.437,1.068,0.007,0.012,0.045,1.442,-0.133,-0.050,0.207,0.000,0.000,-1.475,3.192,0.278,-0.618,0.512,-0.664,0.086,-0.093,0.000,0.000,-0.614,-0.058,0.441,0.941,-0.087,0.000
3.917,-0.236,0.070,-0.038,-0.220,0.027,0.384,1.976,0.420,1.068,-0.025,0.012,0.081,1.441,-0.189,-0.048,0.137,0.000,0.000,-1.449,2.917,0.274,-0.473,0.507,-0.337,0.085,-0.306,0.000,0.000,-0.614,-0.453,0.448,0.565,-0.087,0.000
3.925,-0.235,0.105,-0.040,-0.207,0.030,0.208,1.979,0.424,1.067,-0.029,0.013,0.093,1.439,-0.288,-0.047,0.278,0.000,0.000,-1.426,2.880,0.270,-0.531,0.504,-0.412,0.083,-0.330,0.000,0.000,-0.618,-0.453,0.453,0.633,-0.087,0.000
3.933,-0.234,0.110,-0.041,-0.197,0.032,0.192,1.982,0.431,1.067,-0.020,0.013,0.081,1.437,-0.375,-0.045,0.283,0.000,0.000,-1.403,2.780,0.266,-0.416,0.501,-0.478,0.080,-0.300,0.000,0.000,-0.621,-0.343,0.458,0.550,-0.087,0.000
3.942,-0.233,0.161,-0.043,-0.122,0.034,0.170,1.986,0.446,1.067,-0.022,0.014,0.060,1.434,-0.460,-0.043,0.195,0.000,0.000,-1.381,2.522,0.262,-0.442,0.497,-0.562,0.078,-0.197,0.000,0.000,-0.624,-0.327,0.462,0.475,-0.087,0.000
3.950,-0.232,0.162,-0.044,-0.015,0.035,0.199,1.989,0.466,1.067,-0.034,0.014,0.051,1.430,-0.484,-0.041,0.070,0.000,0.000,-1.361,2.301,0.259,-0.118,0.492,-0.604,0.076,-0.062,0.000,0.000,-0.627,-0.361,0.466,0.493,-0.087,0.000
3.958,-0.231,0.259,-0.044,0.040,0.036,0.126,1.993,0.516,1.067,-0.017,0.015,0.043,1.427,-0.723,-0.041,0.117,0.000,0.000,-1.342,2.253,0.258,0.390,0.488,-0.943,0.076,-0.010,0.000,0.000,-0.630,-0.051,0.470,0.583,-0.087,0.000
3.967,-0.229,0.281,-0.044,0.058,0.037,-0.015,1.997,0.514,1.066,-0.020,0.015,0.038,1.421,-0.877,-0.040,0.236,0.000,0.000,-1.324,2.370,0.261,0.462,0.480,-1.018,0.076,0.003,0.000,0.000,-0.630,0.113,0.475,0.392,-0.087,0.000
3.975,-0.226,0.184,-0.043,-0.161,0.037,0.232,2.001,0.495,1.066,-0.040,0.015,0.061,1.414,-0.478,-0.038,0.049,0.000,0.000,-1.305,0.869,0.265,-1.578,0.472,-0.662,0.076,-0.237,0.000,0.000,-0.629,-0.223,0.478,0.507,-0.087,0.000
3.983,-0.225,0.061,-0.044,-0.039,0.039,0.335,2.005,0.509,1.066,-0.050,0.016,0.038,1.410,-0.355,-0.037,-0.141,0.000,0.000,-1.298,0.718,0.252,-1.364,0.467,-0.517,0.074,-0.054,0.000,0.000,-0.631,-0.334,0.482,0.885,-0.087,0.000
3.992,-0.224,0.068,-0.045,0.215,0.042,0.309,2.009,0.505,1.066,-0.070,0.016,-0.006,1.407,-0.609,-0.038,-0.319,0.000,0.000,-1.293,1.600,0.241,0.061,0.462,-0.464,0.073,0.301,0.000,0.000,-0.634,-0.591,0.489,0.309,-0.087,0.000
4.000,-0.224,0.203,-0.043,0.052,0.044,0.262,2.013,0.520,1.065,-0.069,0.016,0.034,1.402,-0.504,-0.041,-0.142,0.000,0.000,-1.280,0.549,0.241,-0.311,0.459,-0.599,0.076,0.069,0.000,0.000,-0.638,-0.734,0.492,0.209,-0.087,0.000
4.008,-0.222,0.253,-0.043,0.022,0.046,0.075,2.017,0.525,1.065,-0.071,0.016,0.043,1.398,-0.355,-0.042,0.044,0.000,0.000,-1.275,0.192,0.239,-2.262,0.454,-0.681,0.076,-0.010,0.000,0.000,-0.644,-0.771,0.493,0.894,-0.087,0.000
4.017,-0.220,0.021,-0.042,0.062,0.047,-0.053,2.022,0.480,1.064,-0.045,0.017,0.058,1.395,-0.657,-0.042,0.120,0.000,0.000,-1.274,0.912,0.221,-0.493,0.448,-0.643,0.076,-0.031,0.000,0.000,-0.650,-0.029,0.500,0.745,-0.087,0.000
4.025,-0.220,0.049,-0.042,0.140,0.047,-0.019,2.026,0.523,1.064,-0.053,0.017,0.051,1.390,-0.543,-0.041,0.054,0.000,0.000,-1.267,0.531,0.217,-0.576,0.443,-0.825,0.076,0.054,0.000,0.000,-0.651,0.268,0.506,1.148,-0.087,0.000
4.033,-0.220,0.148,-0.041,0.148,0.046,-0.024,2.030,0.554,1.063,-0.060,0.018,0.043,1.386,-0.631,-0.040,0.059,0.000,0.000,-1.262,0.263,0.212,-0.791,0.437,-0.875,0.076,0.062,0.000,0.000,-0.649,0.018,0.516,1.179,-0.087,0.000
4.042,-0.218,0.177,-0.040,0.063,0.046,0.027,2.034,0.579,1.063,-0.040,0.018,0.056,1.381,-0.876,-0.040,0.085,0.000,0.000,-1.260,0.206,0.206,-0.399,0.430,-0.958,0.077,-0.061,0.000,0.000,-0.648,0.125,0.525,1.014,-0.087,0.000
4.050,-0.217,0.085,-0.039,0.072,0.047,0.073,2.039,0.557,1.062,-0.036,0.018,0.063,1.374,-0.851,-0.039,0.050,0.000,0.000,-1.258,0.281,0.203,-0.651,0.422,-0.947,0.076,-0.029,0.000,0.000,-0.647,0.379,0.533,0.989,-0.087,0.000
4.058,-0.216,0.026,-0.039,0.139,0.047,0.163,2.043,0.543,1.062,-0.056,0.019,0.039,1.367,-0.768,-0.039,-0.097,0.000,0.000,-1.256,0.221,0.198,-0.562,0.414,-0.663,0.076,0.094,0.000,0.000,-0.644,-0.182,0.541,0.255,-0.087,0.000
4.067,-0.216,0.089,-0.037,0.235,0.048,-0.281,2.048,0.575,1.062,-0.026,0.019,0.049,1.361,-0.880,-0.040,0.175,0.000,0.000,-1.254,0.307,0.193,-0.971,0.409,-0.971,0.077,0.094,0.000,0.000,-0.646,-0.003,0.543,0.142,-0.087,0.000
4.075,-0.215,-0.033,-0.036,0.200,0.046,0.016,2.052,0.545,1.061,-0.062,0.020,0.044,1.354,-0.806,-0.038,-0.032,0.000,0.000,-1.252,0.274,0.185,-0.108,0.401,-0.547,0.078,0.139,0.000,0.000,-0.646,-0.391,0.544,0.082,-0.087,0.000
4.083,-0.216,0.158,-0.034,0.237,0.046,-0.050,2.057,0.625,1.061,-0.007,0.020,0.035,1.347,-1.044,-0.038,-0.019,0.000,0.000,-1.250,-0.113,0.184,0.365,0.397,-1.373,0.079,0.169,0.000,0.000,-0.649,0.786,0.545,0.545,-0.087,0.000
4.092,-0.214,0.065,-0.032,0.387,0.046,0.000,2.062,0.617,1.061,-0.043,0.020,0.006,1.339,-0.570,-0.039,-0.255,0.000,0.000,-1.251,-0.732,0.187,0.876,0.386,-1.139,0.080,0.390,0.000,0.000,-0.643,0.450,0.549,0.389,-0.087,0.000
4.100,-0.214,-0.001,-0.029,0.481,0.046,-0.020,2.066,0.594,1.061,-0.041,0.020,0.002,1.334,-0.272,-0.041,-0.296,0.000,0.000,-1.257,-0.902,0.194,1.432,0.377,-1.086,0.083,0.495,0.000,0.000,-0.639,0.576,0.552,0.400,-0.087,0.000
4.108,-0.214,-0.040,-0.025,0.411,0.046,-0.022,2.071,0.579,1.060,-0.035,0.020,0.029,1.332,-0.052,-0.043,-0.191,0.000,0.000,-1.264,-1.186,0.206,1.558,0.368,-1.009,0.087,0.380,0.000,0.000,-0.635,0.569,0.555,0.182,-0.087,0.000
4.117,-0.214,-0.132,-0.022,0.236,0.046,-0.048,2.076,0.569,1.060,-0.033,0.021,0.074,1.332,0.231,-0.045,-0.019,0.000,0.000,-1.273,-1.565,0.218,1.056,0.360,-0.799,0.090,0.117,0.000,0.000,-0.630,0.358,0.557,0.077,-0.087,0.000
4.125,-0.215,-0.191,-0.020,0.253,0.045,0.054,2.080,0.544,1.060,-0.025,0.021,0.059,1.334,0.442,-0.045,-0.206,0.000,0.000,-1.286,-1.652,0.227,-0.030,0.354,-0.652,0.091,0.184,0.000,0.000,-0.627,0.280,0.558,-0.027,-0.087,0.000
4.133,-0.217,-0.170,-0.018,0.290,0.046,-0.172,2.085,0.560,1.059,-0.003,0.022,0.053,1.337,0.339,-0.046,-0.114,0.000,0.000,-1.299,-1.465,0.227,-0.203,0.349,-0.749,0.093,0.232,0.000,0.000,-0.625,0.375,0.557,-0.143,-0.087,0.000
4.142,-0.218,-0.156,-0.016,0.281,0.044,-0.160,2.089,0.589,1.059,0.010,0.022,0.066,1.340,0.236,-0.047,-0.130,0.000,0.000,-1.311,-1.364,0.225,-0.196,0.343,-0.835,0.095,0.180,0.000,0.000,-0.622,0.466,0.556,-0.266,-0.087,0.000
4.150,-0.219,-0.165,-0.013,0.203,0.043,-0.111,2.094,0.575,1.060,0.014,0.023,0.084,1.342,0.072,-0.048,-0.078,0.000,0.000,-1.322,-1.129,0.223,0.145,0.336,-0.763,0.096,0.066,0.000,0.000,-0.618,0.375,0.554,-0.352,-0.087,0.000
4.158,-0.221,-0.379,-0.012,0.122,0.042,-0.184,2.099,0.535,1.060,0.000,0.023,0.111,1.342,0.139,-0.049,0.135,0.000,0.000,-1.331,-0.839,0.225,0.184,0.330,-0.365,0.097,-0.034,0.000,0.000,-0.615,0.133,0.551,-0.099,-0.087,0.000
4.167,-0.224,-0.198,-0.011,0.432,0.041,-0.264,2.103,0.610,1.060,0.047,0.024,0.055,1.343,-0.318,-0.048,-0.098,0.000,0.000,-1.337,-0.626,0.226,1.385,0.327,-1.096,0.096,0.396,0.000,0.000,-0.614,1.075,0.550,-0.240,-0.087,0.000
4.175,-0.225,-0.247,-0.007,0.220,0.038,-0.263,2.108,0.581,1.060,0.047,0.025,0.118,1.341,-0.419,-0.049,0.237,0.000,0.000,-1.342,-0.384,0.237,1.635,0.318,-0.738,0.099,0.074,0.000,0.000,-0.605,0.541,0.549,-0.498,-0.087,0.000
4.183,-0.227,-0.329,-0.005,0.230,0.036,-0.165,2.112,0.585,1.060,0.033,0.026,0.113,1.337,-0.155,-0.047,0.115,0.000,0.000,-1.345,-0.657,0.250,0.856,0.312,-0.503,0.100,0.102,0.000,0.000,-0.601,0.208,0.545,-0.502,-0.087,0.000
4.192,-0.230,-0.252,-0.004,0.211,0.035,0.040,2.117,0.617,1.061,0.060,0.026,0.098,1.336,-0.385,-0.046,-0.021,0.000,0.000,-1.351,-0.574,0.257,1.864,0.308,-0.730,0.101,0.077,0.000,0.000,-0.599,0.504,0.541,-1.181,-0.087,0.000
4.200,-0.232,-0.187,-0.002,0.181,0.035,0.124,2.122,0.628,1.061,0.080,0.027,0.085,1.333,-0.428,-0.046,-0.024,0.000,0.000,-1.355,-0.612,0.272,1.366,0.302,-0.697,0.101,0.038,0.000,0.000,-0.595,0.327,0.531,-0.938,-0.087,0.000
4.208,-0.234,-0.232,-0.001,0.246,0.036,-0.155,2.127,0.607,1.062,0.088,0.028,0.116,1.330,-0.429,-0.046,0.184,0.000,0.000,-1.360,-0.302,0.283,1.120,0.297,-0.601,0.102,0.057,0.000,0.000,-0.593,0.261,0.524,-1.139,-0.087,0.000
4.217,-0.235,-0.246,0.001,0.278,0.035,-0.158,2.132,0.621,1.062,0.105,0.029,0.123,1.326,-0.608,-0.045,0.224,0.000,0.000,-1.363,0.444,0.292,1.914,0.292,-0.604,0.102,0.074,0.000,0.000,-0.591,0.276,0.514,-1.423,-0.087,0.000
4.225,-0.237,-0.298,0.004,0.226,0.034,0.068,2.137,0.596,1.063,0.108,0.030,0.105,1.321,-0.073,-0.043,-0.151,0.000,0.000,-1.359,-1.480,0.307,-0.017,0.287,-0.418,0.103,0.031,0.000,0.000,-0.589,0.093,0.503,-1.262,-0.087,0.000
4.233,-0.240,-0.351,0.005,0.145,0.034,-0.137,2.142,0.591,1.064,0.144,0.031,0.149,1.321,-0.332,-0.044,0.215,0.000,0.000,-1.371,-0.635,0.307,0.185,0.284,-0.446,0.103,-0.128,0.000,0.000,-0.588,0.248,0.493,-1.720,-0.087,0.000
4.242,-0.243,-0.377,0.007,0.235,0.033,-0.364,2.146,0.609,1.065,0.182,0.032,0.145,1.318,-0.886,-0.042,0.452,0.000,0.000,-1.376,1.551,0.308,2.362,0.280,-0.557,0.102,-0.007,0.000,0.000,-0.586,0.553,0.479,-1.866,-0.087,0.000
4.250,-0.246,-0.240,0.009,0.176,0.030,-0.247,2.151,0.614,1.067,0.196,0.033,0.155,1.311,-0.696,-0.039,0.331,0.000,0.000,-1.364,-0.026,0.327,0.744,0.276,-0.610,0.102,-0.090,0.000,0.000,-0.581,0.432,0.464,-1.905,-0.087,0.000
4.258,-0.247,-0.224,0.010,0.312,0.028,-0.223,2.156,0.592,1.068,0.213,0.034,0.130,1.306,-0.650,-0.036,0.139,0.000,0.000,-1.364,0.177,0.333,0.645,0.271,-0.573,0.101,0.079,0.000,0.000,-0.578,0.430,0.449,-2.322,-0.087,0.000
4.267,-0.249,-0.196,0.012,0.350,0.027,-0.295,2.161,0.628,1.070,0.231,0.035,0.120,1.300,-0.645,-0.035,0.055,0.000,0.000,-1.362,-0.490,0.338,1.070,0.266,-0.653,0.102,0.125,0.000,0.000,-0.574,0.406,0.431,-2.467,-0.087,0.000
4.275,-0.251,-0.273,0.015,0.066,0.024,-0.243,2.166,0.646,1.072,0.271,0.036,0.195,1.295,-0.867,-0.035,0.525,0.000,0.000,-1.366,0.539,0.347,-0.225,0.261,-0.538,0.103,-0.286,0.000,0.000,-0.571,0.343,0.411,-2.695,-0.087,0.000
4.283,-0.253,-0.247,0.016,0.235,0.022,-0.136,2.171,0.640,1.074,0.292,0.038,0.139,1.288,-0.774,-0.030,0.027,0.000,0.000,-1.362,-0.792,0.345,0.431,0.257,-0.532,0.101,-0.019,0.000,0.000,-0.568,0.397,0.389,-2.805,-0.087,0.000
4.292,-0.255,-0.241,0.018,0.156,0.021,-0.412,2.176,0.598,1.076,0.333,0.039,0.195,1.282,-1.289,-0.030,0.668,0.000,0.000,-1.368,1.934,0.349,1.264,0.253,-0.434,0.100,-0.187,0.000,0.000,-0.565,0.314,0.367,-2.903,-0.087,0.000
4.300,-0.257,-0.157,0.019,0.418,0.018,-0.303,2.181,0.645,1.079,0.374,0.040,0.104,1.272,-1.219,-0.025,-0.035,0.000,0.000,-1.353,0.422,0.359,1.336,0.249,-0.637,0.099,0.238,0.000,0.000,-0.563,0.540,0.344,-3.534,-0.087,0.000
4.308,-0.258,-0.205,0.022,0.133,0.016,-0.195,2.186,0.650,1.082,0.409,0.041,0.176,1.262,-1.361,-0.025,0.346,0.000,0.000,-1.349,1.290,0.369,0.232,0.244,-0.470,0.101,-0.190,0.000,0.000,-0.558,0.462,0.315,-3.490,-0.087,0.000
4.317,-0.260,-0.118,0.023,0.276,0.014,-0.228,2.191,0.646,1.085,0.418,0.043,0.143,1.251,-1.296,-0.022,0.069,0.000,0.000,-1.339,0.112,0.371,0.777,0.240,-0.569,0.099,0.022,0.000,0.000,-0.555,0.549,0.287,-3.608,-0.087,0.000
4.325,-0.261,-0.175,0.025,0.179,0.012,-0.290,2.196,0.621,1.089,0.444,0.044,0.173,1.241,-1.504,-0.022,0.376,0.000,0.000,-1.338,1.648,0.378,0.432,0.236,-0.365,0.100,-0.126,0.000,0.000,-0.550,0.408,0.258,-3.884,-0.087,0.000
4.333,-0.262,-0.146,0.027,0.287,0.010,-0.379,2.201,0.622,1.092,0.472,0.045,0.140,1.229,-1.412,-0.019,0.184,0.000,0.000,-1.325,0.651,0.381,0.514,0.233,-0.388,0.099,0.030,0.000,0.000,-0.547,0.472,0.227,-4.236,-0.087,0.000
